C/H,Mg/H,Si/H,O/H,Fe/H,S/H,He/H,N/H,mass,name
0.0007735640377400758,7.560821276625732e-05,8.288835410970533e-05,0.0012545799007862455,8.53167852417281e-05,3.07978990613886e-05,0.08226918773068885,0.0002035056215302751,0.6241379310344828,147
0.0008199014158770737,8.012223062136604e-05,8.784469026125748e-05,0.0013296051618865291,9.236708571873862e-05,3.2640242364493654e-05,0.08247640153943706,0.00021562824231148033,0.6241379310344828,148
0.0008687669737835811,8.488835303656624e-05,9.30719385474693e-05,0.001409028040344322,0.00010000000000000002,3.459135270922949e-05,0.08269632029154944,0.00022851453403059804,0.6241379310344828,149
0.0001614259272633348,1.5773286437324387e-05,1.7297887978160583e-05,0.00026182240290434095,1e-05,6.427531660401113e-06,0.07960626054372442,4.244532012341717e-05,0.6551724137931034,150
0.00017108808816383516,1.6716707044212428e-05,1.8333766077708287e-05,0.0002774167436861266,1.0826367338740546e-05,6.8100536139344565e-06,0.07964661137370657,4.499893021509676e-05,0.6551724137931034,151
0.00018128044117127058,1.771454696299972e-05,1.9419621965573653e-05,0.0002939816473286342,1.1721022975334803e-05,7.21751638342459e-06,0.07968940908719484,4.768086468983046e-05,0.6551724137931034,152
0.00019209688102334943,1.8776582337987837e-05,2.058594269999483e-05,0.000311604901401571,1.2689610031679222e-05,7.649473916937505e-06,0.07973500408504605,5.052818829453704e-05,0.6551724137931034,153
0.00020360805118185208,1.989569421140079e-05,2.181772468316605e-05,0.0003302500484484276,1.373823795883263e-05,8.10503904688608e-06,0.0797834073679979,5.3551910847736946e-05,0.6551724137931034,154
0.0002157472230098726,2.108665209257245e-05,2.3119027496339874e-05,0.0003499444556722498,1.4873521072935115e-05,8.589240807185489e-06,0.07983467715512309,5.675938909687256e-05,0.6551724137931034,155
0.00022862174695624523,2.2348596710785262e-05,2.4498409994926784e-05,0.0003708781604792216,1.610262027560939e-05,9.104476136571772e-06,0.0798891979130602,6.0139674775205575e-05,0.6551724137931034,156
0.0002423446343058638,2.3682341793184238e-05,2.5961110494263513e-05,0.00039302854042861084,1.743328822199988e-05,9.648690820770014e-06,0.07994713712413445,6.373528191277038e-05,0.6551724137931034,157
0.00025681980716094,2.509442424635101e-05,2.751743254586845e-05,0.00041654334098608335,1.887391822135097e-05,1.022351692798567e-05,0.080008664394628,6.75442449569428e-05,0.6551724137931034,158
0.00027215167362662924,2.659615799465902e-05,2.915984795918476e-05,0.0004413911869351756,2.043359717856942e-05,1.0834860134581647e-05,0.08007391898769446,7.158495778724242e-05,0.6551724137931034,159
0.0002884240969900755,2.818526900126039e-05,3.0903717201598903e-05,0.0004677526306596903,2.2122162910704494e-05,1.148219257829966e-05,0.08014327608037396,7.585390488871472e-05,0.6551724137931034,160
0.00030564740444346514,2.9869621888221893e-05,3.27504943365559e-05,0.0004957076699096934,2.3950266199874856e-05,1.216868424153841e-05,0.08021696688179804,8.03940123538478e-05,0.6551724137931034,161
0.0003239247995006924,3.16531990431092e-05,3.4708934416914925e-05,0.0005253068153799046,2.5929437974046673e-05,1.2895571849712509e-05,0.08029523136570513,8.520320110395215e-05,0.6551724137931034,162
0.0003432726808722766,3.3544159470923286e-05,3.6779313230222455e-05,0.0005567043477500158,2.8072162039411774e-05,1.3665116536621411e-05,0.08037836724146712,9.029110904353324e-05,0.6551724137931034,163
0.00036376992910341633,3.5552060847346084e-05,3.898098366751089e-05,0.000589992310336998,3.0391953823131972e-05,1.4482528251272846e-05,0.080466729061734,9.568498456724329e-05,0.6551724137931034,164
0.00038553714021485533,3.767778314805882e-05,4.130958757883814e-05,0.0006252327063530331,3.290344562312669e-05,1.5348177449591367e-05,0.0805605886882308,0.00010140475640349788,0.6551724137931034,165
0.0004085715162435109,3.992727602559328e-05,4.377951705072636e-05,0.0006625818458864128,3.5622478902624424e-05,1.6265076069151714e-05,0.08066027480335884,0.0001074627156210304,0.6551724137931034,166
0.00043298087069432915,4.2311944288765496e-05,4.6394338699423234e-05,0.0007022029711160163,3.856620421163472e-05,1.723765094608125e-05,0.08076624391467654,0.00011388793691761413,0.6551724137931034,167
0.0004588477144480709,4.4837133656095765e-05,4.9167212670730986e-05,0.0007442179481211133,4.175318936560401e-05,1.8267922311023416e-05,0.08087885064801931,0.00012067735960417135,0.6551724137931034,168
0.00048626443933797163,4.751850975609099e-05,5.2103602740843014e-05,0.0007886224361235301,4.520353656360243e-05,1.9359239678675624e-05,0.08099840173223814,0.00012790892058285255,0.6551724137931034,169
0.0005153266465806312,5.036512468095903e-05,5.521463963378534e-05,0.0008357658798508748,4.893900918477494e-05,2.0515013467901012e-05,0.08112553582288498,0.00013554706293917714,0.6551724137931034,170
0.0005461186072699475,5.336567941871357e-05,5.851948365598897e-05,0.0008857505152817988,5.298316906283709e-05,2.1742770685674322e-05,0.08126066899686012,0.00014364935697438485,0.6551724137931034,171
0.000578738107713331,5.655815974717617e-05,6.201054456196015e-05,0.0009386906117810358,5.736152510448679e-05,2.3038354824543166e-05,0.08140421883380279,0.00015223737927146726,0.6551724137931034,172
0.0006133229060185955,5.9938793885736183e-05,6.571541241423441e-05,0.0009948496397925311,6.210169418915616e-05,2.4416493124042286e-05,0.0815568929310596,0.00016134001917139252,0.6551724137931034,173
0.0006499503184525712,6.352336050447646e-05,6.963599914943264e-05,0.001054048760707126,6.723357536499336e-05,2.5881608402274143e-05,0.08171874516477301,0.00017098432643885086,0.6551724137931034,174
0.00068893181587941,6.730403593518756e-05,7.38179096576491e-05,0.0011169232969731647,7.278953843983151e-05,2.7421798267103007e-05,0.08189108902701592,0.00018118643046281398,0.6551724137931034,175
0.0007298363867817977,7.134750350024592e-05,7.82138521890161e-05,0.001184002178914916,7.880462815669913e-05,2.9064294665184964e-05,0.08207451302149675,0.0001920225074536072,0.6551724137931034,176
0.0007736254326398965,7.560271611765259e-05,8.289109906989964e-05,0.0012546995975012596,8.53167852417281e-05,3.080109793909367e-05,0.08226934750567999,0.00020345738440897334,0.6551724137931034,177
0.0008197581367299807,8.012246900013981e-05,8.784904173185493e-05,0.0013296066518970586,9.236708571873862e-05,3.264506398286553e-05,0.08247628454840258,0.00021562336565291468,0.6551724137931034,178
0.0008690225547342888,8.491743453436162e-05,9.310810873933243e-05,0.0014090883037879724,0.00010000000000000002,3.458566512146771e-05,0.08269674560893676,0.00022850222082641269,0.6551724137931034,179
0.00016140554281724904,1.5774226967215108e-05,1.7296417386316642e-05,0.0002617518666555124,1e-05,6.425126235191679e-06,0.07960615948156664,4.245879484999035e-05,0.6862068965517241,180
0.0001710829854970669,1.6718748028151958e-05,1.8329950958615893e-05,0.0002774942272967714,1.0826367338740546e-05,6.809050105839152e-06,0.07964667897540838,4.498234002220139e-05,0.6862068965517241,181
0.00018129192168649517,1.7718997210084052e-05,1.9427680830860587e-05,0.00029406832279116086,1.1721022975334803e-05,7.21642289940123e-06,0.07968956730673134,4.7693870771257006e-05,0.6862068965517241,182
0.0001921123467089294,1.877326124969691e-05,2.0589325073678288e-05,0.0003115933098628003,1.2689610031679222e-05,7.647460610761992e-06,0.07973500757420421,5.0534866724785415e-05,0.6862068965517241,183
0.00020357859262937455,1.989981009420665e-05,2.181585939841789e-05,0.0003302019915179939,1.373823795883263e-05,8.105870571088366e-06,0.07978332809642567,5.3555135182087514e-05,0.6862068965517241,184
0.00021575471300572602,2.1085118205308408e-05,2.3120070160493574e-05,0.00034994414173821674,1.4873521072935115e-05,8.589649582792045e-06,0.07983467715637917,5.675293886710521e-05,0.6862068965517241,185
0.0002286454191387147,2.2347003070675243e-05,2.450095281042859e-05,0.0003708775512118687,1.610262027560939e-05,9.102121393987561e-06,0.07988922327926733,6.0146059723010516e-05,0.6862068965517241,186
0.00024234568731649152,2.3680702685658335e-05,2.5968718861869444e-05,0.00039301849583997815,1.743328822199988e-05,9.64824867258334e-06,0.0799471440384125,6.374071845901854e-05,0.6862068965517241,187
0.00025679526126659585,2.509527005598225e-05,2.7517441336260073e-05,0.00041650015390359764,1.887391822135097e-05,1.022371798859668e-05,0.080008598169284,6.755279533531914e-05,0.6862068965517241,188
0.0002721393696261957,2.6596215434383102e-05,2.916261059084952e-05,0.0004413789907291906,2.043359717856942e-05,1.0834346813656032e-05,0.08007388996518953,7.157873354524833e-05,0.6862068965517241,189
0.00028839458521932485,2.818256038579412e-05,3.0904550066689986e-05,0.00046775854589796467,2.2122162910704494e-05,1.1481597589102967e-05,0.08014325919233313,7.586149824532638e-05,0.6862068965517241,190
0.00030563765086379514,2.986894077839561e-05,3.2750893064580346e-05,0.0004956989336703056,2.3950266199874856e-05,1.2167722690197249e-05,0.08021694162075801,8.039206943505863e-05,0.6862068965517241,191
0.00032391782740774,3.1654999029616546e-05,3.4707064211340616e-05,0.0005253387258812159,2.5929437974046673e-05,1.2895884677331486e-05,0.08029526356817447,8.52017835258187e-05,0.6862068965517241,192
0.0003432544119843865,3.354560092691518e-05,3.678185038680532e-05,0.0005567014339350167,2.8072162039411774e-05,1.3666259238982781e-05,0.08037835638246407,9.029011599533908e-05,0.6862068965517241,193
0.0003637747665818903,3.555155408637117e-05,3.898128869507441e-05,0.0005899901417337764,3.0391953823131972e-05,1.4483155521067445e-05,0.08046672796287625,9.568114726528246e-05,0.6862068965517241,194
0.00038553271829285397,3.7674773343975946e-05,4.13092174253236e-05,0.0006252514208820335,3.290344562312669e-05,1.5348727461274917e-05,0.08056059353126722,0.00010139618323027401,0.6862068965517241,195
0.0004085375890592406,3.992778945585381e-05,4.377997335347503e-05,0.0006626127500388611,3.5622478902624424e-05,1.6265166296150242e-05,0.08066028399227582,0.00010746279190212594,0.6862068965517241,196
0.0004329521731794644,4.231177559139709e-05,4.63938867748745e-05,0.0007022242632836348,3.856620421163472e-05,1.723658140902274e-05,0.08076624550908915,0.00011389328116333734,0.6862068965517241,197
0.00045887377281396424,4.4838167668810375e-05,4.916491121956548e-05,0.0007441736488513348,4.175318936560401e-05,1.8265910872473743e-05,0.08087881840191782,0.00012068390406092268,0.6862068965517241,198
0.00048624872764375314,4.751745684336002e-05,5.2102707016385775e-05,0.0007886161338454238,4.520353656360243e-05,1.9357821206009275e-05,0.08099835657233542,0.00012789556948757092,0.6862068965517241,199
0.0005152866434071197,5.035819415831424e-05,5.5215271210230915e-05,0.0008356962449448481,4.893900918477494e-05,2.051658557000722e-05,0.08112539613094549,0.0001355415686323563,0.6862068965517241,200
0.0005461075179831809,5.3369305979066564e-05,5.851490672020415e-05,0.0008856276576421735,5.298316906283709e-05,2.174306706099766e-05,0.08126050207309561,0.00014365050155256778,0.6862068965517241,201
0.0005787441869640718,5.655313261110644e-05,6.201584049171185e-05,0.0009385557556545214,5.736152510448679e-05,2.3038821205606112e-05,0.081404048646916,0.00015222926850376662,0.6862068965517241,202
0.0006132837809764024,5.9935035386284893e-05,6.572263813728362e-05,0.0009947954817664535,6.210169418915616e-05,2.441416233816059e-05,0.0815567555228238,0.00016130844489071773,0.6862068965517241,203
0.0006501019321062454,6.352427985546938e-05,6.964177882677654e-05,0.001054346975782438,6.723357536499336e-05,2.5872608756475563e-05,0.0817192350966683,0.00017096427081388118,0.6862068965517241,204
0.0006889174478181345,6.731492982228625e-05,7.381170220001477e-05,0.0011172306170250646,7.278953843983151e-05,2.7416965327766317e-05,0.08189143320167278,0.00018116371255309357,0.6862068965517241,205
0.0007299037756981701,7.133766895375475e-05,7.821471399609882e-05,0.001183942785779984,7.880462815669913e-05,2.9062175449442593e-05,0.08207448454464529,0.000192026837525683,0.6862068965517241,206
0.0007737121254366632,7.559572085958548e-05,8.289616690013236e-05,0.0012543924289539334,8.53167852417281e-05,3.080042765675372e-05,0.08226906911961453,0.00020348563459865305,0.6862068965517241,207
0.0008198651692733577,8.013043224939552e-05,8.783793869788172e-05,0.0013299180769843263,9.236708571873862e-05,3.263283594448755e-05,0.08247677708020501,0.00021565785041233716,0.6862068965517241,208
0.0008689498737123186,8.492300965853603e-05,9.310385910488134e-05,0.0014089593894877866,0.00010000000000000002,3.45894998424149e-05,0.08269655927270088,0.0002285334311699392,0.6862068965517241,209
0.00016140495563174355,1.5775500801234684e-05,1.72961620023115e-05,0.0002617602979038772,1e-05,6.4265348597719195e-06,0.07960615950380993,4.244478990358701e-05,0.7172413793103448,210
0.00017110068220997274,1.6718982552390434e-05,1.8328551141626293e-05,0.00027745039117662787,1.0826367338740546e-05,6.810368367248544e-06,0.07964665699390143,4.499676616099264e-05,0.7172413793103448,211
0.00018131304334511377,1.771395506881354e-05,1.9427912998157066e-05,0.00029401208394183137,1.1721022975334803e-05,7.218113526009481e-06,0.07968950072947334,4.7684117724804066e-05,0.7172413793103448,212
0.0001921551849327755,1.8773215148387412e-05,2.0585441842949733e-05,0.0003115505178658654,1.2689610031679222e-05,7.648817335863651e-06,0.07973498992571039,5.0535830045346926e-05,0.7172413793103448,213
0.00020360394048721714,1.9898657220948103e-05,2.181593759253243e-05,0.0003301822423217451,1.373823795883263e-05,8.10509213053491e-06,0.07978332047756094,5.355268492756139e-05,0.7172413793103448,214
0.00021577809161274378,2.1087395518519645e-05,2.3124240229817905e-05,0.0003498997213999747,1.4873521072935115e-05,8.589951596261333e-06,0.07983465578446915,5.675139516234419e-05,0.7172413793103448,215
0.00022870436796862197,2.23434214489534e-05,2.4500793204563392e-05,0.00037086820785728217,1.610262027560939e-05,9.104234579272952e-06,0.07988925675102149,6.0138123389771334e-05,0.7172413793103448,216
0.00024231546951145782,2.3680135598684737e-05,2.596668094740393e-05,0.00039298454868486954,1.743328822199988e-05,9.647881933560483e-06,0.07994706231392767,6.373736082299152e-05,0.7172413793103448,217
0.00025681490185431287,2.5097764958426474e-05,2.7517393614079567e-05,0.0004164873630159679,1.887391822135097e-05,1.022408757381318e-05,0.08000859816618448,6.754554960133192e-05,0.7172413793103448,218
0.0002721782073109179,2.6596511878499535e-05,2.9160603681940207e-05,0.0004413765410274577,2.043359717856942e-05,1.0834570889686708e-05,0.08007392807142281,7.158571450050288e-05,0.7172413793103448,219
0.0002884462746707588,2.818422089419869e-05,3.090494704496242e-05,0.0004677302930317903,2.2122162910704494e-05,1.1482202133370518e-05,0.08014327960710366,7.586293026633343e-05,0.7172413793103448,220
0.00030564531454006414,2.9868792497306836e-05,3.275095986644939e-05,0.0004957213634930833,2.3950266199874856e-05,1.2168888054671415e-05,0.0802169776282225,8.038990181210628e-05,0.7172413793103448,221
0.0003239171091015404,3.165489579852283e-05,3.470777316611597e-05,0.0005253287497307249,2.5929437974046673e-05,1.2894842216050394e-05,0.08029524648373924,8.519948488827068e-05,0.7172413793103448,222
0.0003432937239611538,3.35457051720769e-05,3.678285783316889e-05,0.0005566893998267391,2.8072162039411774e-05,1.3666081179430875e-05,0.08037838183284153,9.029141340824205e-05,0.7172413793103448,223
0.0003637782302847235,3.555035433553199e-05,3.8980833816983445e-05,0.0005900414351240592,3.0391953823131972e-05,1.4482615697017942e-05,0.08046679050286797,9.568034204890067e-05,0.7172413793103448,224
0.0003855220461145427,3.76752773259284e-05,4.131038799897071e-05,0.0006252585143410586,3.290344562312669e-05,1.5348609773787395e-05,0.08056060189766702,0.00010140185756182724,0.7172413793103448,225
0.00040853805580935227,3.992614366801737e-05,4.377933356143644e-05,0.0006626122563729148,3.5622478902624424e-05,1.6264973818725615e-05,0.08066028323044054,0.00010746680761618694,0.7172413793103448,226
0.0004329774674618654,4.230956181708202e-05,4.639194797561897e-05,0.000702193416430565,3.856620421163472e-05,1.723608799404966e-05,0.08076621051958076,0.00011388399679031546,0.7172413793103448,227
0.00045883089760829924,4.484253371685251e-05,4.9160740335689594e-05,0.0007441292498401794,4.175318936560401e-05,1.8267942397464966e-05,0.08087873009334169,0.00012068771032543669,0.7172413793103448,228
0.0004862527529968388,4.751913030756395e-05,5.2105917565748076e-05,0.0007885884169560887,4.520353656360243e-05,1.935782586098336e-05,0.08099834336631236,0.00012790254662185092,0.7172413793103448,229
0.0005153284674613292,5.0362597780312646e-05,5.521359112415904e-05,0.0008356905284376986,4.893900918477494e-05,2.0515669875571377e-05,0.08112542221672926,0.00013553375849632984,0.7172413793103448,230
0.0005460886558520478,5.3370942310528264e-05,5.852248774299369e-05,0.0008856617475569162,5.298316906283709e-05,2.1740934673251782e-05,0.08126055188039288,0.0001436596805183421,0.7172413793103448,231
0.0005786999251793946,5.656294273195255e-05,6.201763536055594e-05,0.0009386443605324041,5.736152510448679e-05,2.3039215735186423e-05,0.08140414684638825,0.00015223348430659766,0.7172413793103448,232
0.000613364333609802,5.9938392557790556e-05,6.572407636555737e-05,0.000994721985837031,6.210169418915616e-05,2.441748538845838e-05,0.08155675109453742,0.00016130316135128602,0.7172413793103448,233
0.0006499356988761567,6.352031937411669e-05,6.964601232268617e-05,0.0010540910290969259,6.723357536499336e-05,2.587538669923203e-05,0.08171872244357835,0.00017092740112976184,0.7172413793103448,234
0.000688758233492442,6.732227976162113e-05,7.380389090705279e-05,0.0011172963177874702,7.278953843983151e-05,2.7421347010759653e-05,0.08189138158894241,0.0001811714045207351,0.7172413793103448,235
0.0007299469672726981,7.132686170324176e-05,7.821229252667133e-05,0.0011838946554689905,7.880462815669913e-05,2.906680288999758e-05,0.08207439932267635,0.0001919805074229967,0.7172413793103448,236
0.0007734959430891683,7.559738524508181e-05,8.288220765375873e-05,0.0012547514469095926,8.53167852417281e-05,3.079378128993802e-05,0.08226921448208213,0.00020343240636737394,0.7172413793103448,237
0.0008198148766180677,8.012538781241057e-05,8.784834830392885e-05,0.00132947900323285,9.236708571873862e-05,3.2635080579870706e-05,0.08247612087694439,0.00021559173010555284,0.7172413793103448,238
0.0008687396864958002,8.488962064589378e-05,9.309822943170701e-05,0.0014092901551783007,0.00010000000000000002,3.458269400432673e-05,0.08269662569232837,0.00022847972337121695,0.7172413793103448,239
0.0001614240651253562,1.577439206066142e-05,1.7297758173925186e-05,0.0002618089798584806,1e-05,6.425758562812944e-06,0.07960625208225118,4.245701827188845e-05,0.7482758620689655,240
0.00017103883460220574,1.6722948180505615e-05,1.8329510257988318e-05,0.00027740808917067875,1.0826367338740546e-05,6.808802795952628e-06,0.07964655227919483,4.499824334763744e-05,0.7482758620689655,241
0.00018131302089772266,1.771615510700938e-05,1.9424737699584828e-05,0.0002940499018917097,1.1721022975334803e-05,7.220102050921053e-06,0.07968954193715891,4.7676233633791494e-05,0.7482758620689655,242
0.00019213029262761335,1.8777538206532496e-05,2.0590901355669655e-05,0.0003115822988085666,1.2689610031679222e-05,7.649595168904866e-06,0.0797350253727075,5.053280856164084e-05,0.7482758620689655,243
0.0002036000349269781,1.9896078467674416e-05,2.1816948389515635e-05,0.00033020833141376055,1.373823795883263e-05,8.10588560624379e-06,0.07978336275785461,5.356505567415671e-05,0.7482758620689655,244
0.000215808602704405,2.1087991953229284e-05,2.312178819885584e-05,0.0003499481930098631,1.4873521072935115e-05,8.589934415423603e-06,0.07983474534866225,5.6754802188021256e-05,0.7482758620689655,245
0.00022866699348208673,2.2346716044926585e-05,2.4502356938343652e-05,0.00037085058930207897,1.610262027560939e-05,9.101703466874479e-06,0.0798892015209359,6.013733388275811e-05,0.7482758620689655,246
0.00024232677809493257,2.3680434242596664e-05,2.5968841546487528e-05,0.00039301923865750976,1.743328822199988e-05,9.646428919309235e-06,0.07994711930025133,6.373806941737282e-05,0.7482758620689655,247
0.00025679416714962446,2.5097773084761586e-05,2.7515484605678404e-05,0.0004165116864925769,1.887391822135097e-05,1.0223852525282254e-05,0.08000860507755209,6.754611846470734e-05,0.7482758620689655,248
0.0002721318670934852,2.6594880885612883e-05,2.9161780361230195e-05,0.0004413389559327754,2.043359717856942e-05,1.0834302389699179e-05,0.08007383093058469,7.158155553923036e-05,0.7482758620689655,249
0.0002884187672591785,2.8187422210070856e-05,3.0904272972577526e-05,0.00046778163339870476,2.2122162910704494e-05,1.148226904118678e-05,0.08014331906581915,7.585924157197416e-05,0.7482758620689655,250
0.0003056501250648885,2.987027782329855e-05,3.2753203919566274e-05,0.0004956956295242432,2.3950266199874856e-05,1.216920664360321e-05,0.08021696310014266,8.039428162206264e-05,0.7482758620689655,251
0.0003239408938363673,3.165389704182272e-05,3.4707346596961226e-05,0.0005253354871593195,2.5929437974046673e-05,1.2895839169698744e-05,0.08029528106423386,8.520297196079573e-05,0.7482758620689655,252
0.0003432717899939695,3.354670048603909e-05,3.678446239175228e-05,0.0005567472398558528,2.8072162039411774e-05,1.3666106343452688e-05,0.08037844520226776,9.029647291415874e-05,0.7482758620689655,253
0.0003637754523987081,3.5550829362265113e-05,3.8977953686281574e-05,0.0005899919643514844,3.0391953823131972e-05,1.4482828209808063e-05,0.08046672749991103,9.568671809519612e-05,0.7482758620689655,254
0.0003855371747968783,3.767473969787288e-05,4.131126282799469e-05,0.0006252426158851978,3.290344562312669e-05,1.5348211713237175e-05,0.08056059745610014,0.00010140312302499462,0.7482758620689655,255
0.0004085310420735336,3.992535453638044e-05,4.3777770872798576e-05,0.0006625541152790076,3.5622478902624424e-05,1.626428414132531e-05,0.08066019399266121,0.00010746458110151844,0.7482758620689655,256
0.0004329762542128377,4.231014585401251e-05,4.639041176056713e-05,0.0007022015637297896,3.856620421163472e-05,1.7236742996455406e-05,0.08076621752958874,0.0001138826420583075,0.7482758620689655,257
0.0004588792277843253,4.48380386042848e-05,4.91653715746001e-05,0.0007441685053159319,4.175318936560401e-05,1.8267337822713535e-05,0.0808788325250768,0.00012069392390226688,0.7482758620689655,258
0.00048626286907279707,4.752391073928056e-05,5.210301233547785e-05,0.0007886095475443304,4.520353656360243e-05,1.9357569594292188e-05,0.08099838152960966,0.000127902456823241,0.7482758620689655,259
0.0005152924696386471,5.0359190407268135e-05,5.5218429306503736e-05,0.0008358083091232519,4.893900918477494e-05,2.0514572200208985e-05,0.081125556182447,0.00013554989000579462,0.7482758620689655,260
0.0005461330199508062,5.336678932498386e-05,5.8518310180982066e-05,0.0008856908854621612,5.298316906283709e-05,2.1738974319308004e-05,0.08126059301461744,0.00014364552631073083,0.7482758620689655,261
0.0005787783136745019,5.65571966184197e-05,6.201455649095746e-05,0.0009385803047192257,5.736152510448679e-05,2.303928234978987e-05,0.08140410965368462,0.00015222170563091502,0.7482758620689655,262
0.000613344713984557,5.99440321043188e-05,6.57278396874682e-05,0.0009948367181481818,6.210169418915616e-05,2.4414605772856397e-05,0.08155689148766287,0.00016130526786305494,0.7482758620689655,263
0.0006500154735148729,6.351702378930066e-05,6.96372781033211e-05,0.0010542660690282528,6.723357536499336e-05,2.5873290451790363e-05,0.08171904036038286,0.0001709745316611615,0.7482758620689655,264
0.0006887760370091906,6.731026303304106e-05,7.382642030652523e-05,0.0011172175712536043,7.278953843983151e-05,2.7422480199488838e-05,0.08189130991902295,0.00018115424589140088,0.7482758620689655,265
0.0007299006523835568,7.132606417231963e-05,7.82083546959004e-05,0.0011841230239171764,7.880462815669913e-05,2.9061942959631766e-05,0.08207460771192496,0.00019196811190471367,0.7482758620689655,266
0.0007735728931170543,7.560936809316784e-05,8.28982884884304e-05,0.0012546895790261014,8.53167852417281e-05,3.080589573742273e-05,0.08226933873125634,0.00020346918037807967,0.7482758620689655,267
0.0008198474005552788,8.013225173321042e-05,8.785299201680267e-05,0.0013297598720502554,9.236708571873862e-05,3.262982732762976e-05,0.08247654116910905,0.00021561408799783277,0.7482758620689655,268
0.0008687656760336119,8.48929823809866e-05,9.310249750814653e-05,0.001409241379788185,0.00010000000000000002,3.459611728496938e-05,0.0826966882554903,0.000228524815531721,0.7482758620689655,269
0.000161421346908773,1.5772345068368957e-05,1.730023114910144e-05,0.00026186705159376636,1e-05,6.426598585171852e-06,0.07960631993419683,4.245101364792575e-05,0.7793103448275862,270
0.00017104612336126142,1.6717079328418176e-05,1.832855320110749e-05,0.0002774777442039154,1.0826367338740546e-05,6.811527824888993e-06,0.07964663480105087,4.499279933467805e-05,0.7793103448275862,271
0.00018131730989181895,1.7716837394684696e-05,1.9424913921986862e-05,0.00029402168884971755,1.1721022975334803e-05,7.216919919777511e-06,0.07968951657227198,4.768760292491049e-05,0.7793103448275862,272
0.0001921103449645988,1.8772712003359695e-05,2.058629873440555e-05,0.00031158872504690447,1.2689610031679222e-05,7.64935916711889e-06,0.07973499836565687,5.053614540602309e-05,0.7793103448275862,273
0.00020358516529977227,1.9894530852593643e-05,2.1815434000650224e-05,0.0003301952472532567,1.373823795883263e-05,8.10579974612541e-06,0.07978330652645291,5.354775623281284e-05,0.7793103448275862,274
0.0002157842270437699,2.108851808602565e-05,2.3120151917097895e-05,0.0003499818224391623,1.4873521072935115e-05,8.591965316588635e-06,0.07983475090852858,5.6740020918094346e-05,0.7793103448275862,275
0.00022866178698101818,2.2346020335791257e-05,2.4502603083244148e-05,0.00037089411568111364,1.610262027560939e-05,9.103957424903013e-06,0.07988926711477706,6.014694771929966e-05,0.7793103448275862,276
0.00024229107589673223,2.367941730156964e-05,2.596229539684154e-05,0.000392991491778692,1.743328822199988e-05,9.64655981801783e-06,0.07994704048567017,6.374360963492932e-05,0.7793103448275862,277
0.0002568233128635728,2.5092969845343852e-05,2.7519093127161983e-05,0.0004164884112017926,1.887391822135097e-05,1.0224466643880049e-05,0.08000860412565804,6.754648889608756e-05,0.7793103448275862,278
0.00027212409134078286,2.6596081088838458e-05,2.9163056135152335e-05,0.0004413897759192343,2.043359717856942e-05,1.0834395243565754e-05,0.08007389339882166,7.158183844726846e-05,0.7793103448275862,279
0.00028840994545998406,2.81846699161573e-05,3.090374948260057e-05,0.00046777986786234474,2.2122162910704494e-05,1.1481964808515897e-05,0.08014330712415324,7.586447701874582e-05,0.7793103448275862,280
0.00030564013206682875,2.986927437606725e-05,3.275153946467026e-05,0.0004957099202235484,2.3950266199874856e-05,1.2168110934864323e-05,0.0802169586808454,8.039006996193037e-05,0.7793103448275862,281
0.000323940582947233,3.165461307985487e-05,3.470762882795124e-05,0.0005253503093329444,2.5929437974046673e-05,1.2895619833373719e-05,0.08029529481050805,8.519744539957225e-05,0.7793103448275862,282
0.00034327495073326427,3.354573144997362e-05,3.678245133211644e-05,0.0005567000035985311,2.8072162039411774e-05,1.3666357123081469e-05,0.08037836963980328,9.028449148377262e-05,0.7793103448275862,283
0.00036379326370601504,3.5551648422695114e-05,3.8978871821747646e-05,0.000589999240736248,3.0391953823131972e-05,1.4482436663993858e-05,0.08046676409202762,9.569389744361685e-05,0.7793103448275862,284
0.0003855241173821582,3.7674651129495034e-05,4.130862299271604e-05,0.0006252455899010598,3.290344562312669e-05,1.5347345546999347e-05,0.0805605783421795,0.00010140103380690334,0.7793103448275862,285
0.0004085507763637407,3.9925726552252106e-05,4.3775937699922694e-05,0.0006625836685783428,3.5622478902624424e-05,1.6263696833647073e-05,0.08066024502630839,0.00010746443562662027,0.7793103448275862,286
0.00043296795804796223,4.2311305124065935e-05,4.6393574354914345e-05,0.0007021683415499882,3.856620421163472e-05,1.7237402271600614e-05,0.08076617558999476,0.0001138799560394366,0.7793103448275862,287
0.00045885086121344546,4.4838848628360705e-05,4.916632884172653e-05,0.0007441842125465113,4.175318936560401e-05,1.8266302644221933e-05,0.08087882160498648,0.00012068946975125925,0.7793103448275862,288
0.000486279942654389,4.7513846843429464e-05,5.2101018091274716e-05,0.0007885822947939965,4.520353656360243e-05,1.9358046153382294e-05,0.08099833438877109,0.0001278964680974337,0.7793103448275862,289
0.0005153614995599265,5.0360161069042244e-05,5.5217717820416175e-05,0.0008357591995471924,4.893900918477494e-05,2.0515822132245453e-05,0.08112555074106534,0.0001355388254953312,0.7793103448275862,290
0.0005461612831973553,5.3367037609995514e-05,5.8516470800553314e-05,0.0008857551916155484,5.298316906283709e-05,2.174380215758302e-05,0.08126070258055736,0.0001436391587071787,0.7793103448275862,291
